year released,artist_name,artist_ID,album_ID,track_name,track_id,popularity,key,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,artist_genre
2012,Fady,2F8luOwy4xSU8xoMs1AXYG,5N6S6X6NmzKGiEnKRx7UC9,Kepler 22 (Mix Cut) - Andrew Rayel Aether Remix,5KmM8RjPpYmREvg2KE3Eu4,5,6,1,2.14e-05,0.544,0.961,0.447,0.352,-6.239,0.24,131.926,4,['NaN']
2012,Calvin Harris,7CajNmpbOovFoOoasH2HaY,7w19PFbxAjwZ7UVNp9z0uT,I Need Your Love (feat. Ellie Goulding),05SBRd4fXgn8FX7bf8BCAE,70,8,1,0.41,0.695,0.869,0.0,0.237,-5.066,0.0483,124.989,4,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
2012,Andrew Bayer,5dFuu05x8SPBuymudrTBU8,5N6S6X6NmzKGiEnKRx7UC9,Keep Your Secrets (Mix Cut) - Myon & Shane 54 Summer Of Love Mix,5mxqXvoZXAZsduptAYwt7V,5,0,0,0.00595,0.594,0.859,0.00578,0.166,-5.891,0.0391,132.027,4,"['edm', 'progressive house', 'progressive trance', 'progressive trance house', 'trance', 'uplifting trance']"
2012,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,70f70xLCpH7wHaVvB2oZT9,As Long As You Love Me,0pwYLVXVknPSGUQb39cePC,69,0,0,0.0811,0.571,0.873,0.0,0.361,-3.382,0.1,139.691,4,"['canadian pop', 'pop', 'post-teen pop']"
2012,Ben Gold,4DXcK8M3bJkCFfhHIkudyL,5N6S6X6NmzKGiEnKRx7UC9,Fall With Me (Mix Cut) - Original Mix,2yJJzwUfz0G4m22zR4sCcP,6,0,1,0.000479,0.484,0.891,0.677,0.636,-4.993,0.0338,132.023,4,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Calvin Harris,7CajNmpbOovFoOoasH2HaY,7w19PFbxAjwZ7UVNp9z0uT,Sweet Nothing (feat. Florence Welch),24LS4lQShWyixJ0ZrJXfJ5,71,8,0,0.197,0.573,0.929,0.000112,0.0567,-3.942,0.109,127.934,4,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
2012,Gareth Emery,0hprEC0nsWuQPSHag1O2Vi,5N6S6X6NmzKGiEnKRx7UC9,Concrete Angel (Mix Cut) - Original Mix,72oSKwfHl2BHJfh1Zc7ord,6,7,1,1.12e-05,0.484,0.992,0.565,0.653,-5.257,0.0782,132.134,4,"['edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Sean Paul,3Isy6kedDrgPYoTS1dazA9,4buFyX9hP8UM5srjPqya1Y,She Doesn't Mind,1zZIGnXIcDKU8QIUkR20nK,54,7,0,0.000624,0.718,0.776,5.3e-06,0.207,-5.208,0.0693,120.015,4,"['dance pop', 'dancehall', 'pop', 'pop dance', 'pop rap']"
2012,Andrew Bayer,5dFuu05x8SPBuymudrTBU8,5N6S6X6NmzKGiEnKRx7UC9,In And Out Of Phase (Mix Cut) - Club Edit,0XKH7Mj3RxgmqvOE9rpbai,6,11,1,0.000938,0.679,0.933,0.796,0.621,-7.587,0.179,132.01,4,"['edm', 'progressive house', 'progressive trance', 'progressive trance house', 'trance', 'uplifting trance']"
2012,Katy Perry,6jJ0s89eD6GaHleKKya26X,5BvgP623rtvlc0HDcpzquz,Part Of Me,1nZzRJbFvCEct3uzu04ZoL,72,5,1,0.000417,0.678,0.918,0.0,0.0744,-4.63,0.0355,130.028,4,"['dance pop', 'pop', 'pop dance', 'post-teen pop']"
2012,Headstrong,1YCde7Apa3Gl8ylvhyrpeM,5N6S6X6NmzKGiEnKRx7UC9,Love Until It Hurts (Mix Cut) - Aurosonic Progressive Mix,5e6zdln27d4kvb64Kc29xG,6,10,0,0.000156,0.626,0.867,0.22,0.186,-5.937,0.0465,131.999,3,['NaN']
2012,Michael Schulte,21aa4pj9BvbFB2iT8kRpnq,65Z3hZGZsiNcpOAT2U0Inn,You Said You'd Grow Old With Me,41WTP0gosjYD74B06uS2tL,69,0,1,0.905,0.531,0.347,0.0,0.0935,-7.044,0.0345,114.441,4,"['german pop', 'indie cafe pop']"
2012,The Last Ten Seconds of Life,3AESf0xMv9HSc3svVqypnY,47W4vMHb0YkUJovN16uQWt,"Justice, Where Have You Been for so Many Years",6XOBYWE0jLKGaKAq9Tlrr1,6,11,0,3.69e-05,0.199,0.965,0.285,0.261,-4.997,0.218,159.344,4,"['brutal deathcore', 'deathcore', 'melodic metalcore', 'metallic hardcore', 'progressive deathcore']"
2012,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,5PW8nAtvf2HV8RYZFd4IrX,Summertime Sadness,2dBwB667LHQkLhdYlwLUZK,63,1,0,0.0542,0.565,0.654,1.8e-06,0.122,-6.826,0.0335,111.968,4,"['art pop', 'dance pop', 'pop']"
2012,Chamras Saewataporn,1owt6WYWjy94FlqNcj1x4U,53boP8tReb4UGG0t6Txgx7,In the Year 2012,4EAujs1VtpqXSh83avlnbd,5,0,1,0.91,0.541,0.112,0.874,0.0559,-19.863,0.0285,91.999,4,"['classic thai pop', 'thai instrumental']"
2012,Bingo Players,1pbHrVayIcVpHI9z97u4bK,2i27N4YvO0SHfZtMyBUnj6,Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,3wLPRjw2XQpmowqXUXb3UF,66,7,1,0.0205,0.801,0.985,6.86e-06,0.297,-2.69,0.0647,127.99,4,"['big room', 'dance pop', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']"
2012,Rottencore,5TmT9GxYacxXDNQxzWOAVM,6fzzXc78lU9A2ZcVYlG7mM,Head Fuckers,7hi3KEukVs7WwSfEbaB0rM,13,7,1,0.000217,0.474,0.915,0.737,0.116,-7.338,0.0421,122.509,4,['NaN']
2012,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,392p3shh2jkxUxY2VHvlH8,Forrest Gump,4YZbVct8l9MnAVIROnLQdx,63,6,0,0.0888,0.701,0.417,0.000648,0.375,-7.818,0.0329,95.003,4,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
2012,Arctic Moon,1uAQR5uku7pQGEiaG7VqiE,5N6S6X6NmzKGiEnKRx7UC9,Starships Over Alice (Mix Cut) - Original Mix,0vpW64dl1SKxI9oit7BxoN,5,1,0,4.57e-06,0.367,0.998,0.97,0.37,-5.424,0.0693,136.034,4,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']"
2012,MKTO,2l35CQqtYRh3d8ZIiBep4v,5IenxFp0vpnXBUxPcwJtbE,Wasted,5tajmvqHF6YW1iiUFzKpCB,66,6,1,0.787,0.313,0.429,0.0,0.0863,-7.415,0.0343,77.27,4,"['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop']"
2012,Lemon,56INrQ9Up24rvEmwIt7PLH,5N6S6X6NmzKGiEnKRx7UC9,We Can't Fly (Mix Cut) - Solarstone Pure Mix,1JJ1KhImBaJQExHAFwt50y,5,11,0,1.71e-05,0.479,0.968,0.504,0.438,-5.711,0.0507,133.994,4,['NaN']
2012,Train,3FUY2gzHeIiaesXtOAdB7A,5zseibu9WEsPaZmkJUMkz1,50 Ways to Say Goodbye,2NniAhAtkRACaMeYt48xlD,66,6,1,0.000284,0.591,0.935,0.000278,0.142,-2.664,0.0478,140.043,4,"['dance pop', 'neo mellow', 'pop', 'pop rock']"
2012,Aly & Fila,2hL1EouqXLtBEB6JKnPF0h,5N6S6X6NmzKGiEnKRx7UC9,Coming Home (Mix Cut) - Original Mix,7paC7Ga9eYa0cJWDGg3SSu,4,6,1,0.0018,0.509,0.997,4.3e-05,0.347,-4.41,0.294,136.016,4,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Tame Impala,5INjqkS1o8h1imAzPqGZBb,3C2MFZ2iHotUQOSBzdSvM7,Elephant,6qZjm61s6u8Ead9sWxCDro,69,9,0,0.562,0.598,0.553,0.157,0.257,-6.742,0.0397,123.075,4,"['australian psych', 'neo-psychedelic']"
2012,DJ Aligator,76JqkTKxRVKBFabbPiB8g6,5N6S6X6NmzKGiEnKRx7UC9,The Perfect Match (Mix Cut) - Club Mix,0Tk3BP1bZpl5oOGcqu2vx9,4,5,0,4.54e-05,0.419,0.974,0.951,0.413,-5.701,0.0427,134.996,4,"['bubblegum dance', 'dakke dak', 'eurodance', 'europop', 'hands up']"
2012,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,5EbpxRwbbpCJUepbqVTZ1U,What You Need,7IpDQcksaT8SxS7vOX4SRm,67,0,0,0.525,0.657,0.405,0.072,0.146,-8.637,0.0584,133.895,4,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2012,Simon O'Shine,6l9ShC8pyKkn4vKpKWs5FW,5N6S6X6NmzKGiEnKRx7UC9,Your Distant World (Mix Cut) - Original Mix,5vgdLTKAuyFHcGKESXVvqs,4,11,0,2.17e-06,0.403,0.999,0.953,0.372,-4.258,0.0607,136.011,4,"['progressive uplifting trance', 'uplifting trance']"
2012,Ne-Yo,21E3waRsmPlU7jZsS13rcj,4HPdvrPf9RGfJ2hNYrODpC,Let Me Love You (Until You Learn To Love Yourself),4kte3OcW800TPvOVgrLLj8,69,5,1,0.248,0.658,0.677,0.0,0.368,-6.628,0.0393,124.91,4,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
2012,A.r.d.i.,3YuoklWyBiIF1PK62ndmcc,5N6S6X6NmzKGiEnKRx7UC9,Premonition (Mix Cut) - Original Mix,0TLLAOo6c1fsvEg5eUaXyB,4,6,0,2.71e-05,0.408,0.996,0.903,0.374,-4.824,0.0414,132.006,4,"['deep uplifting trance', 'progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']"
2012,Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,76FXHQhTuT4QMIxfL09gX8,Same Love - feat. Mary Lambert,01uqI4H13Gsd8Lyl1EYd8H,67,8,1,0.716,0.688,0.473,4.46e-05,0.104,-9.059,0.167,84.958,4,"['dance pop', 'pop', 'pop dance', 'pop rap', 'seattle hip hop']"
2012,Gareth Emery,0hprEC0nsWuQPSHag1O2Vi,5N6S6X6NmzKGiEnKRx7UC9,Tokyo (Mix Cut) - Ben Gold Remix,4gajoLB7FhGtsIvl8OYHN1,4,6,0,0.000755,0.44,0.925,0.904,0.326,-5.957,0.0354,132.007,4,"['edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Alabama Shakes,16GcWuvvybAoaHr0NqT8Eh,2G9ntyxiHbD6yK9RxaB7Cy,Hold On,60kEbEbxKPyuLGJaONFAPU,46,5,1,0.199,0.57,0.665,0.401,0.0859,-5.491,0.0301,88.363,4,"['alabama indie', 'indie rock', 'modern blues rock', 'rock']"
2012,Super8 & Tab,3WGxBKuYawiVOmCwR8FIUC,5N6S6X6NmzKGiEnKRx7UC9,Black Is Back (Mix Cut) - Classic Vocal Mix,5g5G5uOMXOxjJyPLbNRZR9,4,11,0,0.000115,0.443,0.957,0.146,0.707,-5.64,0.121,134.019,4,"['edm', 'finnish edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Breakbot,0iui2Be5CP8EWxvHYsVspL,6C9yWt9DLFJixQjOZIkaAT,Baby I'm Yours,0tZkVZ9DeAa0MNK2gY5NtV,69,2,0,0.726,0.829,0.792,5.83e-06,0.122,-3.755,0.0668,118.05,4,"['alternative dance', 'filter house', 'new french touch', 'nu disco']"
2012,Orjan Nilsen,1YuNQvsvOsMBm0ahbxB8qM,5N6S6X6NmzKGiEnKRx7UC9,Legions (Mix Cut) - Original Mix,7aiqUcP5iuWHh33mpYne3g,5,2,1,8.76e-06,0.591,0.969,0.895,0.336,-4.96,0.129,131.037,4,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Katy Perry,6jJ0s89eD6GaHleKKya26X,5BvgP623rtvlc0HDcpzquz,Teenage Dream,55qBw1900pZKfXJ6Q9A2Lc,70,10,1,0.0132,0.719,0.804,3.02e-06,0.139,-4.581,0.0355,119.999,4,"['dance pop', 'pop', 'pop dance', 'post-teen pop']"
2012,Dash Berlin,1xT5p0VBpnZDrvVSjX9sri,5N6S6X6NmzKGiEnKRx7UC9,World Falls Apart (Mix Cut) - Club Mix,3wOK5hYYj4ZL13JXqLvB8I,5,7,1,0.00117,0.54,0.984,6.37e-06,0.515,-4.432,0.0794,133.886,4,"['big room', 'dutch trance', 'edm', 'progressive house', 'trance', 'uplifting trance']"
2012,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,Holly Jolly Christmas,5PuKlCjfEVIXl0ZBp5ZW9g,66,7,1,0.865,0.647,0.465,0.0,0.0882,-8.308,0.0428,151.251,4,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']"
2012,Protoculture,37kQjANSQM1tmkTwvB5M96,5N6S6X6NmzKGiEnKRx7UC9,Perpetual Motion (Mix Cut) - Original Mix,110P7sXuB9TPePuy5YxRWk,4,11,0,1.15e-05,0.447,0.979,0.932,0.129,-6.572,0.043,133.043,4,"['progressive house', 'progressive trance', 'psychedelic trance', 'trance', 'uplifting trance']"
2012,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,4eddbruVtOqw8khwxSH6H2,Loveeeeeee Song,3DZQ6mzUkAdHqZWzqxBKIK,63,5,0,0.508,0.71,0.598,0.0,0.0971,-7.598,0.0319,119.981,4,"['barbadian pop', 'dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
2012,MaRLo,2kd1zg9ZyGG6WjZO2dAsFd,5N6S6X6NmzKGiEnKRx7UC9,Megalodon (Mix Cut) - Original Mix,27SnEWJabLrGrchN70eDk1,4,11,0,0.00022,0.676,0.948,0.967,0.571,-5.7,0.0338,134.022,4,"['australian dance', 'edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Travis Porter,6z1cicLMt9XArxN10q7m8a,7co2UrRxl2TBgj3BCXIvnC,Ayy Ladies (feat. Tyga),4P6BuLsqtg5uISdE77ypI9,67,10,0,0.096,0.905,0.782,0.0,0.0623,-3.604,0.164,96.055,4,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2012,Orjan Nilsen,1YuNQvsvOsMBm0ahbxB8qM,5N6S6X6NmzKGiEnKRx7UC9,Amsterdam (Mix Cut) - Original Mix,0FvsMak0R7lHJKu4wowBk8,4,11,1,7.44e-05,0.384,0.988,0.979,0.376,-5.544,0.0473,135.991,4,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,392p3shh2jkxUxY2VHvlH8,Pyramids,4QhWbupniDd44EDtnh2bFJ,63,5,0,0.0118,0.4,0.65,7.62e-05,0.791,-6.104,0.0466,107.989,4,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
2012,Photographer,073AaGdfoT7IzCpOgmKkql,5N6S6X6NmzKGiEnKRx7UC9,Airport (Mix Cut) - Original Mix,1Uf3AV6L7yKN2K3JKnUtiD,4,11,0,2.81e-06,0.418,0.999,0.912,0.267,-4.736,0.0848,135.974,4,"['progressive trance', 'progressive uplifting trance', 'russian trance', 'uplifting trance']"
2012,Jason Mraz,4phGZZrJZRo4ElhRtViYdl,3WeU5jvi9QBSbwV0hYG66P,I Won't Give Up,05pKAafT85jeeNhZ6kq7HT,67,4,1,0.694,0.585,0.303,0.0,0.115,-10.058,0.0398,136.703,3,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
2012,Aly & Fila,2hL1EouqXLtBEB6JKnPF0h,5N6S6X6NmzKGiEnKRx7UC9,Perfect Love (Mix Cut) - Original Mix,4rmmPotVVsrc5O6KdXypWf,6,9,0,0.00221,0.398,0.981,0.0,0.592,-5.031,0.0337,132.036,4,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Taylor Swift,06HL4z0CvFAxyc27GXpf02,45nqVXRAW0xv0wpU9JljPN,Safe & Sound - from The Hunger Games Soundtrack,0z9UVN8VBHJ9HdfYsOuuNf,65,7,1,0.883,0.471,0.3,1.05e-05,0.0698,-10.807,0.028,144.319,4,"['dance pop', 'pop', 'pop dance']"
2012,KhoMha,4ngwbMFTQKrLkLfREBYrvW,5N6S6X6NmzKGiEnKRx7UC9,The Dark Knight (Mix Cut) - Original Mix,7tznMURFUOacpecOhTk0pa,4,9,0,1.86e-05,0.528,0.988,0.992,0.137,-4.948,0.227,137.524,4,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,392p3shh2jkxUxY2VHvlH8,Pink Matter,1fOkmYW3ZFkkjIdOZSf596,62,11,0,0.951,0.392,0.233,0.000322,0.106,-11.012,0.0587,176.569,3,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
2012,Markus Schulz,6OO0PboZcIWUWL7j2IyeoL,5N6S6X6NmzKGiEnKRx7UC9,Nothing Without Me (Mix Cut) - Beat Service Remix,0xp5nlBmLlc7E4j6g1IMC9,5,9,0,2.21e-05,0.513,0.939,0.00464,0.291,-4.841,0.131,131.038,4,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1KlU96Hw9nlvqpBPlSqcTV,22,3bIxTsfeNMO7Nt2J3EUKrA,61,7,1,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,4,"['dance pop', 'pop', 'pop dance']"
2012,Skytech,4CrDEHL7ysNabeYvL3xjUX,5N6S6X6NmzKGiEnKRx7UC9,What's Wrong (Mix Cut) - Skytech Stadium Mix,190PO5GU7yZ6VaOoT95D0c,4,7,1,6.71e-06,0.417,0.963,0.986,0.482,-4.647,0.129,131.987,4,['big room']
2012,The Irish Rovers,0tkKwWigaADLYB9HdFCjYo,5iyQuCFO65zkVXaqtBYFuo,Drunken Sailor,5Su5ILFp6U83cnIXwfmlC5,65,2,1,0.626,0.668,0.897,0.229,0.0932,-5.135,0.0418,121.855,4,"['canadian celtic', 'celtic', 'irish folk', 'irish pub song', 'shanty']"
2012,Paul van Dyk,7wU1naftD3lNq7rNsiDvOR,5N6S6X6NmzKGiEnKRx7UC9,I Don't Deserve You (Mix Cut) - Giuseppe Ottaviani Remix,3sknvp1m898TEk5mK14xdB,4,8,0,2.12e-05,0.542,0.979,0.725,0.37,-4.458,0.0555,136.014,4,"['german techno', 'progressive house', 'trance', 'uplifting trance']"
2012,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,6uD3oJCWT1gtlSCg5lDiNF,Mountain Sound,60ZGteAEtPCnGE6zevgUcd,61,1,0,0.0421,0.379,0.879,0.00449,0.146,-4.336,0.0362,102.021,4,"['folk-pop', 'indie pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']"
2012,Beat Service,56BtAqdWXO8V2ZPEkFg2DV,5N6S6X6NmzKGiEnKRx7UC9,Fortuna (Mix Cut) - Original Mix,1W2icf514poBo4VfoEmpIq,5,9,0,2.65e-05,0.512,0.951,0.92,0.364,-4.003,0.0783,130.961,4,"['deep uplifting trance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Bob Bissonnette,69Lg4McXyOIjgODP8I3l10,1SM50BF7Kk0J0Rf1ipB5zZ,Toune de bière,1qtFLpxhUk8aPBNPvwGBgC,46,0,1,0.189,0.651,0.645,4.01e-06,0.67,-7.024,0.0359,127.986,4,['rock quebecois']
2012,Indecent Noise,6g3WgXMkGuNv3fKtXvz6wA,5N6S6X6NmzKGiEnKRx7UC9,Full Moon Fever (Mix Cut) - Power Dub,24uf70jFvvriHRXh5HWWi9,3,1,1,2.93e-06,0.557,0.96,0.983,0.327,-6.289,0.122,138.009,4,"['progressive uplifting trance', 'uplifting trance']"
2012,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,3DGQ1iZ9XKUQxAUWjfC34w,Money Trees,0AOvNRgl0SMfOibWA5bP8o,62,7,1,0.0703,0.716,0.531,0.0,0.224,-7.355,0.122,71.994,4,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2012,Jorn Van Deynhoven,6NuXlqTU1RF0aIoyD46z5v,5N6S6X6NmzKGiEnKRx7UC9,Headliner (Mix Cut) - Original Mix,7Iq1UjPDe19nZH48m8N11r,4,8,1,0.000106,0.528,0.966,0.958,0.366,-5.213,0.25,134.966,4,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']"
2012,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1EoDsNmgTLtmwe1BDAVxV5,Red,0cITLOYn1Sv4q27zZPqlNK,62,1,0,0.0773,0.602,0.896,8.87e-05,0.091,-4.267,0.0437,124.978,4,"['dance pop', 'pop', 'pop dance']"
2012,Andy Moor,0Fn4agIyGMwQsKHrx1i8Dn,5N6S6X6NmzKGiEnKRx7UC9,K Ta (Mix Cut) - Original Mix,65hFEpJbU17ct41T8grXiJ,5,7,0,4.01e-06,0.556,0.937,0.963,0.383,-5.709,0.0381,132.005,4,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2012,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,2nCHgPLLyIgxFKUBYuMKPn,Absolute Zero,14EORgkbXqIx5K4Haucmnb,67,1,0,0.000108,0.552,0.988,0.309,0.846,-2.555,0.0787,139.941,4,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']"
2012,Full Tilt,5ZbSgz97pa043b5h2b0Aqi,5N6S6X6NmzKGiEnKRx7UC9,Letting Go (Mix Cut) - Jorn van Deynhoven Remix,07l9fIRvI3SUeqDFEUW2HG,4,7,1,0.000116,0.422,0.997,0.257,0.322,-4.331,0.0704,136.034,4,"['deep uplifting trance', 'epicore']"
2012,Owl City,07QEuhtrNmmZ0zEcqE9SF6,0aqJGQ73RTLu3yLgcdU9JC,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",5ZkAx8zjLiSs1nMmBwJoZS,65,11,0,0.0263,0.638,0.831,0.0,0.0491,-6.812,0.081,127.975,4,"['indietronica', 'modern rock', 'pop', 'pop rock', 'post-teen pop']"
2012,Abstract Vision,38ll04WO5aX23GmDvdneOr,5N6S6X6NmzKGiEnKRx7UC9,Kinetic (Mix Cut) - Original Mix,4xFE4KVUBnKtz2Qkl2r6R0,5,6,0,2.96e-05,0.495,0.975,0.912,0.0679,-6.361,0.0646,132.019,4,"['deep uplifting trance', 'progressive house', 'progressive trance', 'progressive uplifting trance', 'russian trance', 'trance', 'uplifting trance']"
2012,Pierce The Veil,4iJLPqClelZOBCBifm8Fzv,661Hz0qJK8WIp7vAWsqKvk,A Match Into Water,54MXF9I8s3DuiQo3g0gZ5k,69,1,1,0.0002,0.371,0.979,3.67e-06,0.516,-2.701,0.144,196.058,4,"['modern rock', 'pop punk']"
2012,Wiegel Meirmans Snitker,4xSx6TiVkQ6ZfREdVnVZfw,5N6S6X6NmzKGiEnKRx7UC9,Nova Zembla (Mix Cut) - Armin van Buuren Remix,1sOO1WorPdgo8R8qfFu8mU,5,11,0,0.000393,0.469,0.968,0.832,0.327,-5.248,0.0435,131.986,4,['NaN']
2012,Marianas Trench,68EB3QvNdVLkC7SAgDbHIR,737av5XsHhJigOC64BV6IY,Haven't Had Enough,2vCyLvNnBguMAY6iESbxjf,51,2,1,0.0056,0.786,0.623,0.0,0.0866,-5.036,0.0738,120.05,4,"['canadian rock', 'neon pop punk', 'pixie', 'pop', 'pop punk', 'pop rock', 'post-teen pop']"
2012,Shogun,6diiyZ15AVZoSxzAyjIYJT,5N6S6X6NmzKGiEnKRx7UC9,UFO (Mix Cut) - Original Mix,2wJp0xndImQkiTPOYmkXIf,4,1,0,7.66e-06,0.615,0.974,0.875,0.415,-4.557,0.0686,131.027,4,"['deep uplifting trance', 'progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']"
2012,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,5cxMa6oLINJzmZ8lF7wWQN,Beauty And A Beat,6QFCMUUq1T2Vf5sFUXcuQ7,67,0,1,0.000704,0.601,0.843,5.27e-05,0.0681,-4.87,0.0593,128.002,4,"['canadian pop', 'pop', 'post-teen pop']"
2012,Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,0WzwCEuC9ENaTnhKgfvMVe,The Year Of Two - A State Of Trance Year Mix 2012 Intro,4Ii7oNgddvkIwFgaDJYfc3,1,10,0,0.0101,0.348,0.529,0.000318,0.428,-15.862,0.0687,87.885,4,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']"
2012,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,6Hu1DObY1WeKWxHfeaOcFg,Limbo,3pDhN3qB33AOPhQEkUCaWt,70,7,1,0.0838,0.806,0.875,0.00192,0.065,-3.817,0.088,125.063,4,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']"
2012,Johann Strauss II,5goS0v24Fc1ydjCKQRwtjM,76gHp6vSKJOTn3jDQrERvj,Vaterländischer-Marsch,2F3zIvQHPqi8J5WR1f0O8V,9,10,1,0.869,0.505,0.503,0.971,0.854,-14.389,0.0584,111.751,4,"['classical', 'late romantic era', 'operetta']"
2012,Zedd,2qxJFvFYMEDqd7ui6kSAcq,4xak0izXQHOMV9Wu1mDAAy,Stay The Night - Featuring Hayley Williams Of Paramore,2QtJA4gbwe1AcanB2p21aP,62,8,1,0.109,0.596,0.738,0.0,0.0947,-3.109,0.0411,127.961,4,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']"
2012,Jody Wisternoff,5gTVJRQmuS88nOhhdHqErL,0ijQzROMF1gNh8zfxoPeI9,Just One More - Martin Roth Remix,5PsGlRnsjwEAaAObST97G8,7,4,0,0.0021,0.784,0.614,0.792,0.0752,-9.239,0.112,122.014,4,"['bristol electronic', 'progressive house', 'progressive trance']"
2012,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,5EbpxRwbbpCJUepbqVTZ1U,Loft Music,7xqANDRz8JFxkwfY65WISy,64,6,0,0.581,0.287,0.498,7.56e-05,0.322,-7.523,0.177,171.725,4,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2012,Eduard Strauss,5FRqFzmeoc0L2u7wWEaagD,76gHp6vSKJOTn3jDQrERvj,"Carmen-Quadrille, Op. 134",4vMcXLR65MHBoy7arIHa4p,8,0,1,0.903,0.383,0.303,0.86,0.897,-16.322,0.119,101.408,1,['post-romantic era']
2012,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,5MH765pytbQasmDxXArTah,Get Your Shine On,6s9ICeczYOfbHHIaSMq9jd,61,0,1,0.00286,0.497,0.927,1.26e-06,0.413,-4.52,0.0371,96.991,4,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
2012,Jefferey L. Ames,4h33X4MrITTpbydTSyzOGa,1JfSup8Y5srOSPybTC0olp,Let Everything that Hath Breath,3xVMcRH3imrn6IuK6DcdG2,9,1,1,0.857,0.555,0.642,0.000118,0.745,-14.109,0.139,143.16,4,['NaN']
